activity_id,week,location_id,co_share_group
A048,3,PLAT:BET:S14:EB,b2
A048,3,SEC:BET:S13_S14:EB,b4
A049,8,PLAT:BET:H02:WB,b1
A049,8,PLAT:BET:S15:WB,b2
A049,8,PLAT:BET:S16:WB,b2
A049,8,SEC:BET:H02_S15:WB,b2
A049,8,SEC:BET:S15_S16:WB,b4
A049,10,PLAT:BET:H02:WB,b1
A049,10,PLAT:BET:S15:WB,b1
A049,10,PLAT:BET:S16:WB,b2
A049,10,SEC:BET:H02_S15:WB,b1
A049,10,SEC:BET:S15_S16:WB,b4
A049,16,PLAT:BET:H02:WB,b1
A049,16,PLAT:BET:S15:WB,b1
A049,16,PLAT:BET:S16:WB,b2
A049,16,SEC:BET:H02_S15:WB,b1
A049,16,SEC:BET:S15_S16:WB,b1
A049,18,PLAT:BET:H02:WB,b1
A049,18,PLAT:BET:S15:WB,b1
A049,18,PLAT:BET:S16:WB,b2
A049,18,SEC:BET:H02_S15:WB,b1
A049,18,SEC:BET:S15_S16:WB,b4
A049,20,PLAT:BET:H02:WB,b1
A049,20,PLAT:BET:S15:WB,b1
A049,20,PLAT:BET:S16:WB,b1
A049,20,SEC:BET:H02_S15:WB,b2
A049,20,SEC:BET:S15_S16:WB,b1
A050,17,PLAT:ALP:H01:WB,b1
A050,17,PLAT:ALP:S03:WB,b2
A050,17,PLAT:ALP:S04:WB,b2
A050,17,SEC:ALP:S03_S04:WB,b4
A050,17,SEC:ALP:S04_H01:WB,b2
A050,18,PLAT:ALP:H01:WB,b1
A050,18,PLAT:ALP:S03:WB,b2
A050,18,PLAT:ALP:S04:WB,b2
A050,18,SEC:ALP:S03_S04:WB,b4
A050,18,SEC:ALP:S04_H01:WB,b2
A051,26,PLAT:BET:S17:WB,b1
A051,26,PLAT:BET:S18:WB,b2
A051,26,SEC:BET:S17_S18:WB,b4
A051,27,PLAT:BET:S17:WB,b1
A051,27,PLAT:BET:S18:WB,b2
A051,27,SEC:BET:S17_S18:WB,b4
A054,17,PLAT:ALP:H01:EB,b1
A054,17,PLAT:ALP:H02:EB,b1
A054,17,PLAT:ALP:S04:EB,b1
A054,17,PLAT:ALP:S05:EB,b1
A054,17,SEC:ALP:H01_H02:EB,b1
A054,17,SEC:ALP:H02_S05:EB,b2
A054,17,SEC:ALP:S04_H01:EB,b1
A054,18,PLAT:ALP:H01:EB,b1
A054,18,PLAT:ALP:H02:EB,b1
A054,18,PLAT:ALP:S04:EB,b1
A054,18,PLAT:ALP:S05:EB,b1
A054,18,SEC:ALP:H01_H02:EB,b1
A054,18,SEC:ALP:H02_S05:EB,b1
A054,18,SEC:ALP:S04_H01:EB,b1
A055,24,PLAT:BET:H01:EB,b1
A055,24,PLAT:BET:H02:EB,b1
A055,24,PLAT:BET:S13:EB,b1
A055,24,PLAT:BET:S14:EB,b2
A055,24,SEC:BET:H01_H02:EB,b1
A055,24,SEC:BET:S13_S14:EB,b1
A055,24,SEC:BET:S14_H01:EB,b1
A056,23,PLAT:ALP:H02:WB,b1
A056,23,PLAT:ALP:S05:WB,b1
A056,23,PLAT:ALP:S06:WB,b2
A056,23,PLAT:ALP:S07:WB,b2
A056,23,SEC:ALP:H02_S05:WB,b2
A056,23,SEC:ALP:S05_S06:WB,b4
A056,23,SEC:ALP:S06_S07:WB,b1
A056,25,PLAT:ALP:H02:WB,b1
A056,25,PLAT:ALP:S05:WB,b1
A056,25,PLAT:ALP:S06:WB,b2
A056,25,PLAT:ALP:S07:WB,b2
A056,25,SEC:ALP:H02_S05:WB,b1
A056,25,SEC:ALP:S05_S06:WB,b4
A056,25,SEC:ALP:S06_S07:WB,b4
A057,15,PLAT:BET:H02:EB,b1
A057,15,PLAT:BET:S15:EB,b2
A057,15,PLAT:BET:S16:EB,b2
A057,15,SEC:BET:H02_S15:EB,b2
A057,15,SEC:BET:S15_S16:EB,b4
A057,16,PLAT:BET:H02:EB,b1
A057,16,PLAT:BET:S15:EB,b2
A057,16,PLAT:BET:S16:EB,b1
A057,16,SEC:BET:H02_S15:EB,b2
A057,16,SEC:BET:S15_S16:EB,b1
A057,17,PLAT:BET:H02:EB,b1
A057,17,PLAT:BET:S15:EB,b1
A057,17,PLAT:BET:S16:EB,b1
A057,17,SEC:BET:H02_S15:EB,b1
A057,17,SEC:BET:S15_S16:EB,b4
A057,18,PLAT:BET:H02:EB,b1
A057,18,PLAT:BET:S15:EB,b2
A057,18,PLAT:BET:S16:EB,b2
A057,18,SEC:BET:H02_S15:EB,b2
A057,18,SEC:BET:S15_S16:EB,b4
A057,20,PLAT:BET:H02:EB,b1
A057,20,PLAT:BET:S15:EB,b2
A057,20,PLAT:BET:S16:EB,b1
A057,20,SEC:BET:H02_S15:EB,b1
A057,20,SEC:BET:S15_S16:EB,b4
A057,23,PLAT:BET:H02:EB,b1
A057,23,PLAT:BET:S15:EB,b1
A057,23,PLAT:BET:S16:EB,b1
A057,23,SEC:BET:H02_S15:EB,b1
A057,23,SEC:BET:S15_S16:EB,b4
A057,25,PLAT:BET:H02:EB,b1
A057,25,PLAT:BET:S15:EB,b1
A057,25,PLAT:BET:S16:EB,b1
A057,25,SEC:BET:H02_S15:EB,b1
A057,25,SEC:BET:S15_S16:EB,b1
A058,2,PLAT:ALP:H01:WB,b1
A058,2,PLAT:ALP:H02:WB,b1
A058,2,PLAT:ALP:S03:WB,b2
A058,2,PLAT:ALP:S04:WB,b2
A058,2,SEC:ALP:H01_H02:WB,b1
A058,2,SEC:ALP:S03_S04:WB,b1
A058,2,SEC:ALP:S04_H01:WB,b1
A058,3,PLAT:ALP:H01:WB,b1
A058,3,PLAT:ALP:H02:WB,b1
A058,3,PLAT:ALP:S03:WB,b2
A058,3,PLAT:ALP:S04:WB,b1
A058,3,SEC:ALP:H01_H02:WB,b1
A058,3,SEC:ALP:S03_S04:WB,b1
A058,3,SEC:ALP:S04_H01:WB,b1
A058,6,PLAT:ALP:H01:WB,b1
A058,6,PLAT:ALP:H02:WB,b1
A058,6,PLAT:ALP:S03:WB,b1
A058,6,PLAT:ALP:S04:WB,b2
A058,6,SEC:ALP:H01_H02:WB,b1
A058,6,SEC:ALP:S03_S04:WB,b1
A058,6,SEC:ALP:S04_H01:WB,b1
A058,7,PLAT:ALP:H01:WB,b1
A058,7,PLAT:ALP:H02:WB,b1
A058,7,PLAT:ALP:S03:WB,b1
A058,7,PLAT:ALP:S04:WB,b2
A058,7,SEC:ALP:H01_H02:WB,b1
A058,7,SEC:ALP:S03_S04:WB,b1
A058,7,SEC:ALP:S04_H01:WB,b1
A058,8,PLAT:ALP:H01:WB,b1
A058,8,PLAT:ALP:H02:WB,b1
A058,8,PLAT:ALP:S03:WB,b1
A058,8,PLAT:ALP:S04:WB,b2
A058,8,SEC:ALP:H01_H02:WB,b1
A058,8,SEC:ALP:S03_S04:WB,b1
A058,8,SEC:ALP:S04_H01:WB,b1
A058,9,PLAT:ALP:H01:WB,b1
A058,9,PLAT:ALP:H02:WB,b1
A058,9,PLAT:ALP:S03:WB,b2
A058,9,PLAT:ALP:S04:WB,b2
A058,9,SEC:ALP:H01_H02:WB,b1
A058,9,SEC:ALP:S03_S04:WB,b4
A058,9,SEC:ALP:S04_H01:WB,b2
A058,10,PLAT:ALP:H01:WB,b1
A058,10,PLAT:ALP:H02:WB,b1
A058,10,PLAT:ALP:S03:WB,b2
A058,10,PLAT:ALP:S04:WB,b2
A058,10,SEC:ALP:H01_H02:WB,b1
A058,10,SEC:ALP:S03_S04:WB,b4
A058,10,SEC:ALP:S04_H01:WB,b2
A059,14,PLAT:ALP:S06:WB,b1
A059,14,PLAT:ALP:S07:WB,b1
A059,14,PLAT:ALP:S08:WB,b1
A059,14,SEC:ALP:S06_S07:WB,b4
A059,14,SEC:ALP:S07_S08:WB,b4
A059,15,PLAT:ALP:S06:WB,b2
A059,15,PLAT:ALP:S07:WB,b2
A059,15,PLAT:ALP:S08:WB,b1
A059,15,SEC:ALP:S06_S07:WB,b4
A059,15,SEC:ALP:S07_S08:WB,b4
A059,16,PLAT:ALP:S06:WB,b2
A059,16,PLAT:ALP:S07:WB,b1
A059,16,PLAT:ALP:S08:WB,b1
A059,16,SEC:ALP:S06_S07:WB,b4
A059,16,SEC:ALP:S07_S08:WB,b4
A059,17,PLAT:ALP:S06:WB,b2
A059,17,PLAT:ALP:S07:WB,b1
A059,17,PLAT:ALP:S08:WB,b1
A059,17,SEC:ALP:S06_S07:WB,b4
A059,17,SEC:ALP:S07_S08:WB,b4
A059,18,PLAT:ALP:S06:WB,b1
A059,18,PLAT:ALP:S07:WB,b1
A059,18,PLAT:ALP:S08:WB,b1
A059,18,SEC:ALP:S06_S07:WB,b1
A059,18,SEC:ALP:S07_S08:WB,b4
A059,19,PLAT:ALP:S06:WB,b2
A059,19,PLAT:ALP:S07:WB,b1
A059,19,PLAT:ALP:S08:WB,b1
A059,19,SEC:ALP:S06_S07:WB,b1
A059,19,SEC:ALP:S07_S08:WB,b4
A059,20,PLAT:ALP:S06:WB,b1
A059,20,PLAT:ALP:S07:WB,b1
A059,20,PLAT:ALP:S08:WB,b2
A059,20,SEC:ALP:S06_S07:WB,b2
A059,20,SEC:ALP:S07_S08:WB,b4
A060,13,PLAT:BET:H02:EB,b1
A060,13,PLAT:BET:S15:EB,b1
A060,13,PLAT:BET:S16:EB,b2
A060,13,SEC:BET:H02_S15:EB,b1
A060,13,SEC:BET:S15_S16:EB,b3
A060,14,PLAT:BET:H02:EB,b1
A060,14,PLAT:BET:S15:EB,b2
A060,14,PLAT:BET:S16:EB,b2
A060,14,SEC:BET:H02_S15:EB,b1
A060,14,SEC:BET:S15_S16:EB,b1
A060,19,PLAT:BET:H02:EB,b1
A060,19,PLAT:BET:S15:EB,b2
A060,19,PLAT:BET:S16:EB,b1
A060,19,SEC:BET:H02_S15:EB,b2
A060,19,SEC:BET:S15_S16:EB,b4
A061,4,PLAT:BET:H01:EB,b1
A061,4,PLAT:BET:H02:EB,b1
A061,4,PLAT:BET:S15:EB,b2
A061,4,SEC:BET:H01_H02:EB,b1
A061,4,SEC:BET:H02_S15:EB,b2
A061,5,PLAT:BET:H01:EB,b1
A061,5,PLAT:BET:H02:EB,b1
A061,5,PLAT:BET:S15:EB,b2
A061,5,SEC:BET:H01_H02:EB,b1
A061,5,SEC:BET:H02_S15:EB,b2
A061,6,PLAT:BET:H01:EB,b1
A061,6,PLAT:BET:H02:EB,b1
A061,6,PLAT:BET:S15:EB,b2
A061,6,SEC:BET:H01_H02:EB,b1
A061,6,SEC:BET:H02_S15:EB,b2
A061,7,PLAT:BET:H01:EB,b1
A061,7,PLAT:BET:H02:EB,b1
A061,7,PLAT:BET:S15:EB,b2
A061,7,SEC:BET:H01_H02:EB,b1
A061,7,SEC:BET:H02_S15:EB,b2
A061,8,PLAT:BET:H01:EB,b1
A061,8,PLAT:BET:H02:EB,b1
A061,8,PLAT:BET:S15:EB,b2
A061,8,SEC:BET:H01_H02:EB,b1
A061,8,SEC:BET:H02_S15:EB,b2
A061,9,PLAT:BET:H01:EB,b1
A061,9,PLAT:BET:H02:EB,b1
A061,9,PLAT:BET:S15:EB,b2
A061,9,SEC:BET:H01_H02:EB,b1
A061,9,SEC:BET:H02_S15:EB,b2
A061,10,PLAT:BET:H01:EB,b1
A061,10,PLAT:BET:H02:EB,b1
A061,10,PLAT:BET:S15:EB,b1
A061,10,SEC:BET:H01_H02:EB,b1
A061,10,SEC:BET:H02_S15:EB,b2
A063,5,PLAT:BET:H01:EB,b1
A063,5,PLAT:BET:H02:EB,b1
A063,5,PLAT:BET:S14:EB,b1
A063,5,SEC:BET:H01_H02:EB,b1
A063,5,SEC:BET:S14_H01:EB,b2
A064,17,PLAT:BET:S15:WB,b2
A064,17,PLAT:BET:S16:WB,b1
A064,17,SEC:BET:S15_S16:WB,b1
A065,20,PLAT:BET:S12:WB,b2
A065,20,PLAT:BET:S13:WB,b2
A065,20,SEC:BET:S12_S13:WB,b1
A066,25,PLAT:ALP:H01:WB,b1
A066,25,PLAT:ALP:S02:WB,b1
A066,25,PLAT:ALP:S03:WB,b1
A066,25,PLAT:ALP:S04:WB,b1
A066,25,SEC:ALP:S02_S03:WB,b4
A066,25,SEC:ALP:S03_S04:WB,b3
A066,25,SEC:ALP:S04_H01:WB,b1
A069,11,PLAT:ALP:H01:WB,b1
A069,11,PLAT:ALP:H02:WB,b1
A069,11,PLAT:ALP:S03:WB,b2
A069,11,PLAT:ALP:S04:WB,b2
A069,11,SEC:ALP:H01_H02:WB,b1
A069,11,SEC:ALP:S03_S04:WB,b4
A069,11,SEC:ALP:S04_H01:WB,b2
A069,12,PLAT:ALP:H01:WB,b1
A069,12,PLAT:ALP:H02:WB,b1
A069,12,PLAT:ALP:S03:WB,b2
A069,12,PLAT:ALP:S04:WB,b2
A069,12,SEC:ALP:H01_H02:WB,b1
A069,12,SEC:ALP:S03_S04:WB,b4
A069,12,SEC:ALP:S04_H01:WB,b2
A070,15,PLAT:ALP:H01:WB,b1
A070,15,PLAT:ALP:S03:WB,b2
A070,15,PLAT:ALP:S04:WB,b1
A070,15,SEC:ALP:S03_S04:WB,b4
A070,15,SEC:ALP:S04_H01:WB,b2
A070,16,PLAT:ALP:H01:WB,b1
A070,16,PLAT:ALP:S03:WB,b1
A070,16,PLAT:ALP:S04:WB,b2
A070,16,SEC:ALP:S03_S04:WB,b4
A070,16,SEC:ALP:S04_H01:WB,b1
A070,20,PLAT:ALP:H01:WB,b1
A070,20,PLAT:ALP:S03:WB,b2
A070,20,PLAT:ALP:S04:WB,b2
A070,20,SEC:ALP:S03_S04:WB,b4
A070,20,SEC:ALP:S04_H01:WB,b2
A070,26,PLAT:ALP:H01:WB,b1
A070,26,PLAT:ALP:S03:WB,b2
A070,26,PLAT:ALP:S04:WB,b2
A070,26,SEC:ALP:S03_S04:WB,b4
A070,26,SEC:ALP:S04_H01:WB,b1
A070,27,PLAT:ALP:H01:WB,b1
A070,27,PLAT:ALP:S03:WB,b1
A070,27,PLAT:ALP:S04:WB,b1
A070,27,SEC:ALP:S03_S04:WB,b4
A070,27,SEC:ALP:S04_H01:WB,b2
A071,27,PLAT:BET:S15:EB,b2
A071,27,PLAT:BET:S16:EB,b2
A071,27,PLAT:BET:S17:EB,b2
A071,27,SEC:BET:S15_S16:EB,b4
A071,27,SEC:BET:S16_S17:EB,b4
A072,26,PLAT:ALP:H01:EB,b1
A072,26,PLAT:ALP:H02:EB,b1
A072,26,PLAT:ALP:S04:EB,b2
A072,26,SEC:ALP:H01_H02:EB,b1
A072,26,SEC:ALP:S04_H01:EB,b1
A073,25,PLAT:BET:H01:EB,b1
A073,25,PLAT:BET:H02:EB,b1
A073,25,PLAT:BET:S15:EB,b2
A073,25,SEC:BET:H01_H02:EB,b1
A073,25,SEC:BET:H02_S15:EB,b2
A074,21,PLAT:ALP:H01:EB,b1
A074,21,PLAT:ALP:H02:EB,b1
A074,21,SEC:ALP:H01_H02:EB,b1
A075,29,PLAT:BET:H01:WB,b1
A075,29,PLAT:BET:H02:WB,b1
A075,29,SEC:BET:H01_H02:WB,b1
